0.0000008	0.9375008
1.0000008	2.8125008
2.0000008	4.6875008
3.0000008	6.5625008
4.0000008	8.4375008
5.0000008	10.3125008
6.0000008	12.1875008
7.0000008	14.0625008
8.0000008	15.9375008
9.0000008	17.8125008
10.0000008	19.6875008
11.0000008	21.5625008
12.0000008	23.4375008
13.0000008	25.3125008
14.0000008	27.1875008
15.0000008	29.0625008
16.0000008	30.9375008
17.0000008	32.8125008
18.0000008	34.6875008
19.0000008	36.5625008
20.0000008	38.4375008
21.0000008	40.3125008
22.0000008	42.1875008
23.0000008	44.0625008
24.0000008	45.9375008
25.0000008	47.8125008
26.0000008	49.6875008
27.0000008	51.5625008
28.0000008	53.4375008
29.0000008	55.3125008
30.0000008	57.1875008
31.0000008	59.0625008
32.0000008	60.9375008
33.0000008	62.8125008
34.0000008	64.6875008
35.0000008	66.5625008
36.0000008	68.4375008
37.0000008	70.3125008
38.0000008	72.1875008
39.0000008	74.0625008
40.0000008	75.9375008
41.0000008	77.8125008
42.0000008	79.6875008
43.0000008	81.5625008
44.0000008	83.4375008
45.0000008	85.3125008
46.0000008	87.1875008
47.0000008	89.0625008
48.0000008	90.9375008
49.0000008	92.8125008
50.0000008	94.6875008
51.0000008	96.5625008
52.0000008	98.4375008
53.0000008	100.3125008
54.0000008	102.1875008
55.0000008	104.0625008
56.0000008	105.9375008
57.0000008	107.8125008
58.0000008	109.6875008
59.0000008	111.5625008
60.0000008	113.4375008
61.0000008	115.3125008
62.0000008	117.1875008
63.0000008	119.0625008
64.0000008	120.9375008
65.0000008	122.8125008
66.0000008	124.6875008
67.0000008	126.5625008
68.0000008	128.4375008
69.0000008	130.3125008
70.0000008	132.1875008
71.0000008	134.0625008
72.0000008	135.9375008
73.0000008	137.8125008
74.0000008	139.6875008
75.0000008	141.5625008
76.0000008	143.4375008
77.0000008	145.3125008
78.0000008	147.1875008
79.0000008	149.0625008
80.0000008	150.9375008
81.0000008	152.8125008
82.0000008	154.6875008
83.0000008	156.5625008
84.0000008	158.4375008
85.0000008	160.3125008
86.0000008	162.1875008
87.0000008	164.0625008
88.0000008	165.9375008
89.0000008	167.8125008
90.0000008	169.6875008
91.0000008	171.5625008
92.0000008	173.4375008
93.0000008	175.3125008
94.0000008	177.1875008
95.0000008	179.0625008
96.0000008	180.9375008
97.0000008	182.8125008
98.0000008	184.6875008
99.0000008	186.5625008
100.0000008	188.4375008
101.0000008	190.3125008
102.0000008	192.1875008
103.0000008	194.0625008
104.0000008	195.9375008
105.0000008	197.8125008
106.0000008	199.6875008
107.0000008	201.5625008
108.0000008	203.4375008
109.0000008	205.3125008
110.0000008	207.1875008
111.0000008	209.0625008
112.0000008	210.9375008
113.0000008	212.8125008
114.0000008	214.6875008
115.0000008	216.5625008
116.0000008	218.4375008
117.0000008	220.3125008
118.0000008	222.1875008
119.0000008	224.0625008
120.0000008	225.9375008
121.0000008	227.8125008
122.0000008	229.6875008
123.0000008	231.5625008
124.0000008	233.4375008
125.0000008	235.3125008
126.0000008	237.1875008
127.0000008	239.0625008
128.0000008	240.9375008
129.0000008	242.8125008
130.0000008	244.6875008
131.0000008	246.5625008
132.0000008	248.4375008
133.0000008	250.3125008
134.0000008	252.1875008
135.0000008	254.0625008
136.0000008	255.9375008
137.0000008	257.8125008
138.0000008	259.6875008
139.0000008	261.5625008
140.0000008	263.4375008
141.0000008	265.3125008
142.0000008	267.1875008
143.0000008	269.0625008
144.0000008	270.9375008
145.0000008	272.8125008
146.0000008	274.6875008
147.0000008	276.5625008
148.0000008	278.4375008
149.0000008	280.3125008
150.0000008	282.1875008
151.0000008	284.0625008
152.0000008	285.9375008
153.0000008	287.8125008
154.0000008	289.6875008
155.0000008	291.5625008
156.0000008	293.4375008
157.0000008	295.3125008
158.0000008	297.1875008
159.0000008	299.0625008
160.0000008	300.9375008
161.0000008	302.8125008
162.0000008	304.6875008
163.0000008	306.5625008
164.0000008	308.4375008
165.0000008	310.3125008
166.0000008	312.1875008
167.0000008	314.0625008
168.0000008	315.9375008
169.0000008	317.8125008
170.0000008	319.6875008
171.0000008	321.5625008
172.0000008	323.4375008
173.0000008	325.3125008
174.0000008	327.1875008
175.0000008	329.0625008
176.0000008	330.9375008
177.0000008	332.8125008
178.0000008	334.6875008
179.0000008	336.5625008
180.0000008	338.4375008
181.0000008	340.3125008
182.0000008	342.1875008
183.0000008	344.0625008
184.0000008	345.9375008
185.0000008	347.8125008
186.0000008	349.6875008
187.0000008	351.5625008
188.0000008	353.4375008
189.0000008	355.3125008
190.0000008	357.1875008
191.0000008	359.0625008
